category,title,context,question,group,url,contact,answer
全院共用服務-網路資訊,虛擬網路VPN連線服務,"中研院資訊服務處提供虛擬私有網路(VPN)遠端連線服務，以供同仁在院外透過VPN取得中研院網路IP，可持續進行學術研究工作或使用行政相關服務。首次使用需先完成VPN 服務使用權限開通，並取得雙因子驗證碼，亦即專屬動態密碼(OTP)。使用者登入VPN時，需輸入gate電子郵件帳號、密碼，以及專屬動態密碼(OTP)，方可登入。

若VPN服務在90天內沒有使用紀錄，系統將自動關閉，有需要使用可再次申請開通。連線使用說明請參考https://its.sinica.edu.tw/pages/1685。",如何申請開通虛擬網路VPN連線服務呢？,資訊,https://its.sinica.edu.tw/pages/1685,資訊服務處服務台 02-2789-8855,你得先完成VPN服務使用權限的開通，並取得雙因子驗證碼，也就是專屬動態密碼（OTP）哦。開通後，在登入VPN時，記得要輸入gate電子郵件帳號、密碼，以及專屬動態密碼（OTP）才能登入。如果90天內沒用過，系統會自動關閉，不過你可以再次申請開通。有關連線使用的詳細說明，可以參考這個網址：https://its.sinica.edu.tw/pages/1685。
全院共用服務-網路資訊,虛擬網路VPN連線服務,"中研院資訊服務處提供虛擬私有網路(VPN)遠端連線服務，以供同仁在院外透過VPN取得中研院網路IP，可持續進行學術研究工作或使用行政相關服務。首次使用需先完成VPN 服務使用權限開通，並取得雙因子驗證碼，亦即專屬動態密碼(OTP)。使用者登入VPN時，需輸入gate電子郵件帳號、密碼，以及專屬動態密碼(OTP)，方可登入。

若VPN服務在90天內沒有使用紀錄，系統將自動關閉，有需要使用可再次申請開通。連線使用說明請參考https://its.sinica.edu.tw/pages/1685。",首次使用之前，如何取得專屬動態密碼(OTP)？,資訊,https://its.sinica.edu.tw/pages/1685,資訊服務處服務台 02-2789-8855,首次使用前，你需要先完成VPN服務使用權限開通，然後才能取得專屬動態密碼（OTP）。在這之後，你才能使用VPN遠端連線服務喔。
全院共用服務-網路資訊,虛擬網路VPN連線服務,"中研院資訊服務處提供虛擬私有網路(VPN)遠端連線服務，以供同仁在院外透過VPN取得中研院網路IP，可持續進行學術研究工作或使用行政相關服務。首次使用需先完成VPN 服務使用權限開通，並取得雙因子驗證碼，亦即專屬動態密碼(OTP)。使用者登入VPN時，需輸入gate電子郵件帳號、密碼，以及專屬動態密碼(OTP)，方可登入。

若VPN服務在90天內沒有使用紀錄，系統將自動關閉，有需要使用可再次申請開通。連線使用說明請參考https://its.sinica.edu.tw/pages/1685。",連線使用過程中，遇到問題該如何解決？,資訊,https://its.sinica.edu.tw/pages/1685,資訊服務處服務台 02-2789-8855,如果在連線使用過程中遇到問題，可以先參考中研院資訊服務處的連線使用說明網址（https://its.sinica.edu.tw/pages/1685）。如果還是無法解決，可以詢問資訊服務處的同仁協助喔！
全院共用服務-網路資訊,虛擬網路VPN連線服務,"中研院資訊服務處提供虛擬私有網路(VPN)遠端連線服務，以供同仁在院外透過VPN取得中研院網路IP，可持續進行學術研究工作或使用行政相關服務。首次使用需先完成VPN 服務使用權限開通，並取得雙因子驗證碼，亦即專屬動態密碼(OTP)。使用者登入VPN時，需輸入gate電子郵件帳號、密碼，以及專屬動態密碼(OTP)，方可登入。

若VPN服務在90天內沒有使用紀錄，系統將自動關閉，有需要使用可再次申請開通。連線使用說明請參考https://its.sinica.edu.tw/pages/1685。",若90天內無使用紀錄，如何重新申請開通？,資訊,https://its.sinica.edu.tw/pages/1685,資訊服務處服務台 02-2789-8855,如果90天內沒有使用VPN，系統會自動關閉喔。要重新開通的話，就得再次申請一下。具體的連線使用說明可以參考這個網址：https://its.sinica.edu.tw/pages/1685。
全院共用服務-網路資訊,計算服務,資訊服務處提供多樣計算資源，包含高速運算(HPC)、容器運算服務(CCS)及虛擬運算服務(VCS)等計算服務。助研究員及研究助技師以上人員，使用SSO員工帳號登入系統後的權限即為專案管理員，便可使用計算服務。非助研究員及研究助技師以上人員，須先登入系統後，由專案管理員將該人員加入專案後才可使用計算服務。詳細計算服務內容與介紹請參閱https://its.sinica.edu.tw/posts/119854。,我可以用SSO員工帳號直接登入後使用高速運算服務嗎？,資訊,https://its.sinica.edu.tw/posts/119854,資訊服務處服務台 02-2789-8855,嗨！如果您是研究員或是研究助技師以上的人員，那您就可以用SSO員工帳號登入後直接使用高速運算服務喔！不過若您不是這類人員，就需要專案管理員將您加入專案後，才能使用計算服務囉。如果想了解更多關於計算服務的資訊，可以參考這個網站：https://its.sinica.edu.tw/posts/119854。
全院共用服務-網路資訊,計算服務,資訊服務處提供多樣計算資源，包含高速運算(HPC)、容器運算服務(CCS)及虛擬運算服務(VCS)等計算服務。助研究員及研究助技師以上人員，使用SSO員工帳號登入系統後的權限即為專案管理員，便可使用計算服務。非助研究員及研究助技師以上人員，須先登入系統後，由專案管理員將該人員加入專案後才可使用計算服務。詳細計算服務內容與介紹請參閱https://its.sinica.edu.tw/posts/119854。,如果我不是助研究員或研究助技師，要怎麼才能使用計算服務呢？,資訊,https://its.sinica.edu.tw/posts/119854,資訊服務處服務台 02-2789-8855,如果你不是助研究員或研究助技師，那麼要使用計算服務的話，得先登入系統，然後找專案管理員把你加入專案哦！這樣子才能使用計算服務喔！
全院共用服務-網路資訊,計算服務,資訊服務處提供多樣計算資源，包含高速運算(HPC)、容器運算服務(CCS)及虛擬運算服務(VCS)等計算服務。助研究員及研究助技師以上人員，使用SSO員工帳號登入系統後的權限即為專案管理員，便可使用計算服務。非助研究員及研究助技師以上人員，須先登入系統後，由專案管理員將該人員加入專案後才可使用計算服務。詳細計算服務內容與介紹請參閱https://its.sinica.edu.tw/posts/119854。,要了解更多計算服務的內容，是不是可以直接查看https://its.sinica.edu.tw/posts/119854這個網址呢？,資訊,https://its.sinica.edu.tw/posts/119854,資訊服務處服務台 02-2789-8855,對啊，要了解更多計算服務的內容，你可以直接查看https://its.sinica.edu.tw/posts/119854這個網址喔！
全院共用服務-網路資訊,主機備份服務,"資訊服務處提供主機備份服務，可對中研院重要的公共及研究計畫主機進行電腦檔案備份。助研究員以上、一級單位主管、院本部單位主管或單位資訊業務主管皆可申請，欲申請該服務，請至資訊服務處網頁下載專區之服務申請表單下載主機備份服務申請表，填寫完畢後送至本處申請。使用者可安裝備份軟體進行資料備份、主機檔案損壞還原、檔案回溯或回復誤刪檔案，並可保存備份檔案最近7日內的2個版本。

使用主機備份服務需要付費，每年的使用量為前一年度的5月1日至當年度4月30日之平均使用量。備份資料每年平均使用量5TB以上之所(中心)，將依使用量高低做分級進行費用分攤。詳細計價方式與服務內容，請參考https://its.sinica.edu.tw/pages/1687。",誰可以申請主機備份服務呢？,資訊,https://its.sinica.edu.tw/pages/1687,資訊服務處服務台 02-2789-8855,主機備份服務可以由助研究員以上、一級單位主管、院本部單位主管或單位資訊業務主管申請喔！
全院共用服務-網路資訊,主機備份服務,"資訊服務處提供主機備份服務，可對中研院重要的公共及研究計畫主機進行電腦檔案備份。助研究員以上、一級單位主管、院本部單位主管或單位資訊業務主管皆可申請，欲申請該服務，請至資訊服務處網頁下載專區之服務申請表單下載主機備份服務申請表，填寫完畢後送至本處申請。使用者可安裝備份軟體進行資料備份、主機檔案損壞還原、檔案回溯或回復誤刪檔案，並可保存備份檔案最近7日內的2個版本。

使用主機備份服務需要付費，每年的使用量為前一年度的5月1日至當年度4月30日之平均使用量。備份資料每年平均使用量5TB以上之所(中心)，將依使用量高低做分級進行費用分攤。詳細計價方式與服務內容，請參考https://its.sinica.edu.tw/pages/1687。",如何申請主機備份服務呢？,資訊,https://its.sinica.edu.tw/pages/1687,資訊服務處服務台 02-2789-8855,要申請主機備份服務的話，你得到資訊服務處網頁下載專區找到服務申請表單，然後下載主機備份服務申請表填好，填完再送到資訊服務處就可以了。
全院共用服務-網路資訊,主機備份服務,"資訊服務處提供主機備份服務，可對中研院重要的公共及研究計畫主機進行電腦檔案備份。助研究員以上、一級單位主管、院本部單位主管或單位資訊業務主管皆可申請，欲申請該服務，請至資訊服務處網頁下載專區之服務申請表單下載主機備份服務申請表，填寫完畢後送至本處申請。使用者可安裝備份軟體進行資料備份、主機檔案損壞還原、檔案回溯或回復誤刪檔案，並可保存備份檔案最近7日內的2個版本。

使用主機備份服務需要付費，每年的使用量為前一年度的5月1日至當年度4月30日之平均使用量。備份資料每年平均使用量5TB以上之所(中心)，將依使用量高低做分級進行費用分攤。詳細計價方式與服務內容，請參考https://its.sinica.edu.tw/pages/1687。",使用主機備份服務需要花多少錢呢？,資訊,https://its.sinica.edu.tw/pages/1687,資訊服務處服務台 02-2789-8855,使用主機備份服務的費用會依據每年的平均使用量來分級計算，如果備份資料使用量在5TB以上，費用分攤會根據使用量的高低做調整。具體的計價方式和服務內容，你可以上資訊服務處的網站查看：https://its.sinica.edu.tw/pages/1687。
全院共用服務-網路資訊,主機備份服務,"資訊服務處提供主機備份服務，可對中研院重要的公共及研究計畫主機進行電腦檔案備份。助研究員以上、一級單位主管、院本部單位主管或單位資訊業務主管皆可申請，欲申請該服務，請至資訊服務處網頁下載專區之服務申請表單下載主機備份服務申請表，填寫完畢後送至本處申請。使用者可安裝備份軟體進行資料備份、主機檔案損壞還原、檔案回溯或回復誤刪檔案，並可保存備份檔案最近7日內的2個版本。

使用主機備份服務需要付費，每年的使用量為前一年度的5月1日至當年度4月30日之平均使用量。備份資料每年平均使用量5TB以上之所(中心)，將依使用量高低做分級進行費用分攤。詳細計價方式與服務內容，請參考https://its.sinica.edu.tw/pages/1687。",備份檔案可以保存多久，並且有幾個版本呢？,資訊,https://its.sinica.edu.tw/pages/1687,資訊服務處服務台 02-2789-8855,備份檔案可以保存最近7天內的，並且有2個版本喔！
全院共用服務-網路資訊,主機備份服務,"資訊服務處提供主機備份服務，可對中研院重要的公共及研究計畫主機進行電腦檔案備份。助研究員以上、一級單位主管、院本部單位主管或單位資訊業務主管皆可申請，欲申請該服務，請至資訊服務處網頁下載專區之服務申請表單下載主機備份服務申請表，填寫完畢後送至本處申請。使用者可安裝備份軟體進行資料備份、主機檔案損壞還原、檔案回溯或回復誤刪檔案，並可保存備份檔案最近7日內的2個版本。

使用主機備份服務需要付費，每年的使用量為前一年度的5月1日至當年度4月30日之平均使用量。備份資料每年平均使用量5TB以上之所(中心)，將依使用量高低做分級進行費用分攤。詳細計價方式與服務內容，請參考https://its.sinica.edu.tw/pages/1687。",詳細的費用分攤方式在哪裡可以找到呢？,資訊,https://its.sinica.edu.tw/pages/1687,資訊服務處服務台 02-2789-8855,詳細的費用分攤方式可以在資訊服務處的網站上找到，網址是：https://its.sinica.edu.tw/pages/1687 。
全院共用服務-網路資訊,電子郵件服務,"中研院的資訊處提供個人電子郵件服務給在職同仁和正式編制退休人員使用。當同仁完成報到程序後，可以在線上申請員工SSO帳號；兩小時後可以開始使用電子郵件帳號。每個信箱的容量為15GB，並且可以透過Webmail隨時收發電子郵件。

如果同仁離職，他們的信箱會保留一個月，但如果需要持續使用，可以依規定申請帳號延長使用。

中研院的電子郵件服務只允許在中研院內部IP範圍內使用IMAP和POP3收發信件。",電子郵件帳號申請好之後，多久才能開始使用呢？,資訊,https://its.sinica.edu.tw/posts/117170,資訊服務處服務台 02-2789-8855,電子郵件帳號申請好後，大約兩小時就能開始使用了。
全院共用服務-網路資訊,電子郵件服務,"中研院的資訊處提供個人電子郵件服務給在職同仁和正式編制退休人員使用。當同仁完成報到程序後，可以在線上申請員工SSO帳號；兩小時後可以開始使用電子郵件帳號。每個信箱的容量為15GB，並且可以透過Webmail隨時收發電子郵件。

如果同仁離職，他們的信箱會保留一個月，但如果需要持續使用，可以依規定申請帳號延長使用。

中研院的電子郵件服務只允許在中研院內部IP範圍內使用IMAP和POP3收發信件。",每個人的信箱容量是多少？,資訊,https://its.sinica.edu.tw/posts/117170,資訊服務處服務台 02-2789-8855,每個人的信箱容量有15GB喔！
全院共用服務-網路資訊,電子郵件服務,"中研院的資訊處提供個人電子郵件服務給在職同仁和正式編制退休人員使用。當同仁完成報到程序後，可以在線上申請員工SSO帳號；兩小時後可以開始使用電子郵件帳號。每個信箱的容量為15GB，並且可以透過Webmail隨時收發電子郵件。

如果同仁離職，他們的信箱會保留一個月，但如果需要持續使用，可以依規定申請帳號延長使用。

中研院的電子郵件服務只允許在中研院內部IP範圍內使用IMAP和POP3收發信件。",Webmail如何隨時收發電子郵件？,資訊,https://its.sinica.edu.tw/posts/117170,資訊服務處服務台 02-2789-8855,你只要使用Webmail登入中研院的電子郵件帳號，就可以隨時收發電子郵件了！不管身在何處，只要上網就能收信和寄信，很方便喔！
全院共用服務-網路資訊,電子郵件服務,"中研院的資訊處提供個人電子郵件服務給在職同仁和正式編制退休人員使用。當同仁完成報到程序後，可以在線上申請員工SSO帳號；兩小時後可以開始使用電子郵件帳號。每個信箱的容量為15GB，並且可以透過Webmail隨時收發電子郵件。

如果同仁離職，他們的信箱會保留一個月，但如果需要持續使用，可以依規定申請帳號延長使用。

中研院的電子郵件服務只允許在中研院內部IP範圍內使用IMAP和POP3收發信件。",離職後信箱會保留多久？,資訊,https://its.sinica.edu.tw/posts/117170,資訊服務處服務台 02-2789-8855,離職後信箱會保留一個月喔。
全院共用服務-網路資訊,電子郵件服務,"中研院的資訊處提供個人電子郵件服務給在職同仁和正式編制退休人員使用。當同仁完成報到程序後，可以在線上申請員工SSO帳號；兩小時後可以開始使用電子郵件帳號。每個信箱的容量為15GB，並且可以透過Webmail隨時收發電子郵件。

如果同仁離職，他們的信箱會保留一個月，但如果需要持續使用，可以依規定申請帳號延長使用。

中研院的電子郵件服務只允許在中研院內部IP範圍內使用IMAP和POP3收發信件。",是否可以申請延長離職後的信箱使用期限呢？,資訊,https://its.sinica.edu.tw/posts/117170,資訊服務處服務台 02-2789-8855,是的，離職後的信箱會保留一個月，但如果需要持續使用，可以依規定申請帳號延長使用。
全院共用服務-網路資訊,電子郵件服務,"中研院的資訊處提供個人電子郵件服務給在職同仁和正式編制退休人員使用。當同仁完成報到程序後，可以在線上申請員工SSO帳號；兩小時後可以開始使用電子郵件帳號。每個信箱的容量為15GB，並且可以透過Webmail隨時收發電子郵件。

如果同仁離職，他們的信箱會保留一個月，但如果需要持續使用，可以依規定申請帳號延長使用。

中研院的電子郵件服務只允許在中研院內部IP範圍內使用IMAP和POP3收發信件。",中研院的電子郵件服務是否限制IMAP和POP3的使用範圍？,資訊,https://its.sinica.edu.tw/posts/117170,資訊服務處服務台 02-2789-8855,是的，中研院的電子郵件服務限制IMAP和POP3只能在中研院內部IP範圍內使用喔。
全院共用服務-網路資訊,電子郵件服務,"資訊處提供業務用電子郵件帳號，供院內同仁申請使用，用於處理公務或作為代表信箱，可收發信件等，無須額外費用，容量15G。

電子郵件「業務帳號」之相關申請作業，111/1/3 起改為線上辦理，可透過全院電子表單整合平台提出申請或填寫紙本申請單後交至行政大樓4樓資訊服務處。。另將依「電子郵件服務規範」進行清查作業，業務帳號使用期限(一年)屆滿時會發送通知，如有需求可申請延用。",我想申請電子郵件業務帳號，請問我該如何進行線上申請呢？,資訊,https://its.sinica.edu.tw/posts/117175,資訊服務處服務台 02-2789-8855,嘿！想申請電子郵件業務帳號真的很簡單，現在已經可以用線上辦理了。你只需要登入全院的電子表單整合平台，那裡面應該就有業務帳號的申請表單。填完資料後提交申請就大功告成囉！如果你比較喜歡傳統的方式，也可以填寫紙本的申請單，然後交到行政大樓4樓的資訊服務處哦。
全院共用服務-網路資訊,電子郵件服務,"中研院的電子郵件服務要求密碼的有效期限為180天，系統會在密碼到期前寄送提醒信件，請於期限內進行密碼修改，以避免無法進入信箱。如果需要進行密碼修改或重設，請至webamil (https://gate.sinica.edu.tw )首頁，選擇需要變更密碼的帳號類別，然後按照指示進行密碼重設作業。

為保障帳號安全，密碼設定應遵循以下原則：1) 密碼長度至少8個字母、數字或其它標點符號，2) 大小寫字母視為不同符號，3) 必須包含至少一個字母和數字。過於簡單、容易猜測的密碼容易被駭客入侵，進而威脅到其他同仁的帳號安全和權益。

如果系統發現帳號有被疑似駭客入侵的風險，會暫時停用該帳號以保障資訊安全。",如果我收到密碼到期提醒信件後沒有在期限內修改密碼，我的電子郵件帳號會被鎖定嗎？,資訊,https://its.sinica.edu.tw/posts/117176,資訊服務處服務台 02-2789-8855,對哦，如果你沒有在期限內修改密碼，你的電子郵件帳號可能會被鎖定，無法進入信箱。所以要記得按時修改密碼喔！
全院共用服務-網路資訊,電子郵件服務,"中研院電子郵件服務可使用Thunderbird、Windows Live Mail 2011、Microsoft Outlook、Android、MAC OSX、 iOS (iphone/ipad)等軟體來收發信件。

基本設定如下：帳號為您的SSO帳號，密碼為您的SSO密碼，SMTP(外寄伺服器)smtp.sinica.edu.tw，port:25；SMTP with TLS (外寄加密)：smtp.sinica.edu.tw，port:25；SMTPS (外寄加密)：smtp.sinica.edu.tw，port:25；POP(s) (pop內送伺服器)：gate.sinica.edu.tw，POP port:110，POPS port:995；IMAP(s) (imap內送伺服器):gate.sinica.edu.tw，IMAP port:143，IMAPS port:993。其他詳細設定請參考網站https://its.sinica.edu.tw/posts/117220。",我該如何在Outlook中設定中研院的電子郵件服務呢？,資訊,https://its.sinica.edu.tw/posts/117185,資訊服務處服務台 02-2789-8855,你可以在Outlook中設定中研院的電子郵件服務喔！首先，你的帳號要設定成SSO帳號，密碼則是SSO密碼。接著，SMTP設定成smtp.sinica.edu.tw，port是25。至於IMAP，伺服器是gate.sinica.edu.tw，port是143。設定好後，就可以用Outlook收發信件了。如果想看更詳細的設定步驟，可以參考這個網站：https://its.sinica.edu.tw/posts/117220。祝你使用愉快！
全院共用服務-網路資訊,電子郵件服務,"電子郵件提供垃圾信阻絕服務，用於阻擋垃圾與病毒郵件，阻絕設備有五項準則用於決定郵件是否放行，包括封鎖不明收件者、封鎖黑名單表列者、封鎖病毒信件、隔離已確認的垃圾信、放行被加標記的疑似垃圾信以及放行正常信件，已確認為垃圾信的郵件會被置放在阻絕設備的隔離區，使用者會收到當日的隔離通知信，內容記載每封垃圾信的日期、來源地址和主旨。使用者可以檢視隔離通知信的內容，以救回被誤判的正常信件、刪除垃圾信或設定黑白名單。

有兩個方法可以連線至信件隔離區，方法一打開垃圾隔離區摘要信件，點選看您所有的隔離信件或管理您的參數設定，會直接連結至隔離區；方法二若已經刪除所有垃圾隔離區摘要信件，使用中研院院內網路IP請連線至https://fmail0.its.sinica.edu.tw，其他網域使用者請連線https://fmail3.its.sinica.edu.tw/。詳細說明請參考網站：https://its.sinica.edu.tw/posts/117204

隔離區中分為隔離區信件與參數選擇兩個項目，在隔離區信件中您可以使用寄送、白名單、刪除三種處理方式可以處理信件，寄送僅將該封信件寄送到個人信箱中，白名單會將該信件寄送到個人信箱中，並將這封信件的寄件者加入白名單中，刪除功能會將信件刪除，若不刪除隔離區信件系統會保留約30天，並自動刪除過多的垃圾信件。關於隔離區信件詳細說明請參考網站：https://its.sinica.edu.tw/posts/117205，參數選擇中有黑名單/白名單、隔離區設定、及啟用/停用垃圾郵件過濾功能，關於參數設定可以參考https://its.sinica.edu.tw/posts/117206，您可以按下右上角sign out可登出隔離區。",垃圾信阻絕服務是怎麼判斷哪些信是垃圾信的呢？,資訊,https://its.sinica.edu.tw/posts/117203,資訊服務處服務台 02-2789-8855,垃圾信阻絕服務依據五項準則來判斷信件是否為垃圾信，這五項包括：封鎖不明收件者、封鎖黑名單表列者、封鎖病毒信件、隔離已確認的垃圾信，以及放行被加標記的疑似垃圾信和正常信件。透過這些標準，系統就能有效阻擋可能的垃圾郵件和病毒郵件。
全院共用服務-網路資訊,電子郵件服務,"電子郵件提供垃圾信阻絕服務，用於阻擋垃圾與病毒郵件，阻絕設備有五項準則用於決定郵件是否放行，包括封鎖不明收件者、封鎖黑名單表列者、封鎖病毒信件、隔離已確認的垃圾信、放行被加標記的疑似垃圾信以及放行正常信件，已確認為垃圾信的郵件會被置放在阻絕設備的隔離區，使用者會收到當日的隔離通知信，內容記載每封垃圾信的日期、來源地址和主旨。使用者可以檢視隔離通知信的內容，以救回被誤判的正常信件、刪除垃圾信或設定黑白名單。

有兩個方法可以連線至信件隔離區，方法一打開垃圾隔離區摘要信件，點選看您所有的隔離信件或管理您的參數設定，會直接連結至隔離區；方法二若已經刪除所有垃圾隔離區摘要信件，使用中研院院內網路IP請連線至https://fmail0.its.sinica.edu.tw，其他網域使用者請連線https://fmail3.its.sinica.edu.tw/。詳細說明請參考網站：https://its.sinica.edu.tw/posts/117204

隔離區中分為隔離區信件與參數選擇兩個項目，在隔離區信件中您可以使用寄送、白名單、刪除三種處理方式可以處理信件，寄送僅將該封信件寄送到個人信箱中，白名單會將該信件寄送到個人信箱中，並將這封信件的寄件者加入白名單中，刪除功能會將信件刪除，若不刪除隔離區信件系統會保留約30天，並自動刪除過多的垃圾信件。關於隔離區信件詳細說明請參考網站：https://its.sinica.edu.tw/posts/117205，參數選擇中有黑名單/白名單、隔離區設定、及啟用/停用垃圾郵件過濾功能，關於參數設定可以參考https://its.sinica.edu.tw/posts/117206，您可以按下右上角sign out可登出隔離區。",如果我收到一封被誤判的正常信件，該怎麼把它救回來呢？,資訊,https://its.sinica.edu.tw/posts/117203,資訊服務處服務台 02-2789-8855,如果你收到一封被誤判的正常信件，你可以先檢視隔離通知信的內容，然後連線至信件隔離區。在隔離區信件中找到該封信件，選擇寄送功能，這樣信件就會被寄回到你的個人信箱裡。另外，如果想避免日後再次被誤判，你也可以考慮將該寄件者加入白名單喔。
全院共用服務-網路資訊,電子郵件服務,"電子郵件提供垃圾信阻絕服務，用於阻擋垃圾與病毒郵件，阻絕設備有五項準則用於決定郵件是否放行，包括封鎖不明收件者、封鎖黑名單表列者、封鎖病毒信件、隔離已確認的垃圾信、放行被加標記的疑似垃圾信以及放行正常信件，已確認為垃圾信的郵件會被置放在阻絕設備的隔離區，使用者會收到當日的隔離通知信，內容記載每封垃圾信的日期、來源地址和主旨。使用者可以檢視隔離通知信的內容，以救回被誤判的正常信件、刪除垃圾信或設定黑白名單。

有兩個方法可以連線至信件隔離區，方法一打開垃圾隔離區摘要信件，點選看您所有的隔離信件或管理您的參數設定，會直接連結至隔離區；方法二若已經刪除所有垃圾隔離區摘要信件，使用中研院院內網路IP請連線至https://fmail0.its.sinica.edu.tw，其他網域使用者請連線https://fmail3.its.sinica.edu.tw/。詳細說明請參考網站：https://its.sinica.edu.tw/posts/117204

隔離區中分為隔離區信件與參數選擇兩個項目，在隔離區信件中您可以使用寄送、白名單、刪除三種處理方式可以處理信件，寄送僅將該封信件寄送到個人信箱中，白名單會將該信件寄送到個人信箱中，並將這封信件的寄件者加入白名單中，刪除功能會將信件刪除，若不刪除隔離區信件系統會保留約30天，並自動刪除過多的垃圾信件。關於隔離區信件詳細說明請參考網站：https://its.sinica.edu.tw/posts/117205，參數選擇中有黑名單/白名單、隔離區設定、及啟用/停用垃圾郵件過濾功能，關於參數設定可以參考https://its.sinica.edu.tw/posts/117206，您可以按下右上角sign out可登出隔離區。",連線到信件隔離區有哪兩種方法呢？,資訊,https://its.sinica.edu.tw/posts/117203,資訊服務處服務台 02-2789-8855,第一種方法是打開垃圾隔離區摘要信件，點選看您所有的隔離信件或管理您的參數設定，這樣就會直接連結到隔離區。第二種方法是，如果已經刪除了所有垃圾隔離區摘要信件，可以根據您的網路IP連線至指定網址，中研院院內網路IP的話請連線至https://fmail0.its.sinica.edu.tw，其他網域使用者則請連線至https://fmail3.its.sinica.edu.tw/。
全院共用服務-網路資訊,電子郵件服務,"電子郵件提供垃圾信阻絕服務，用於阻擋垃圾與病毒郵件，阻絕設備有五項準則用於決定郵件是否放行，包括封鎖不明收件者、封鎖黑名單表列者、封鎖病毒信件、隔離已確認的垃圾信、放行被加標記的疑似垃圾信以及放行正常信件，已確認為垃圾信的郵件會被置放在阻絕設備的隔離區，使用者會收到當日的隔離通知信，內容記載每封垃圾信的日期、來源地址和主旨。使用者可以檢視隔離通知信的內容，以救回被誤判的正常信件、刪除垃圾信或設定黑白名單。

有兩個方法可以連線至信件隔離區，方法一打開垃圾隔離區摘要信件，點選看您所有的隔離信件或管理您的參數設定，會直接連結至隔離區；方法二若已經刪除所有垃圾隔離區摘要信件，使用中研院院內網路IP請連線至https://fmail0.its.sinica.edu.tw，其他網域使用者請連線https://fmail3.its.sinica.edu.tw/。詳細說明請參考網站：https://its.sinica.edu.tw/posts/117204

隔離區中分為隔離區信件與參數選擇兩個項目，在隔離區信件中您可以使用寄送、白名單、刪除三種處理方式可以處理信件，寄送僅將該封信件寄送到個人信箱中，白名單會將該信件寄送到個人信箱中，並將這封信件的寄件者加入白名單中，刪除功能會將信件刪除，若不刪除隔離區信件系統會保留約30天，並自動刪除過多的垃圾信件。關於隔離區信件詳細說明請參考網站：https://its.sinica.edu.tw/posts/117205，參數選擇中有黑名單/白名單、隔離區設定、及啟用/停用垃圾郵件過濾功能，關於參數設定可以參考https://its.sinica.edu.tw/posts/117206，您可以按下右上角sign out可登出隔離區。",隔離區信件中的寄送、白名單、和刪除這三種處理方式分別有什麼功能？,資訊,https://its.sinica.edu.tw/posts/117203,資訊服務處服務台 02-2789-8855,隔離區信件中的寄送功能是將該封信件寄送到你的個人信箱裡，白名單就是將信件寄到個人信箱，並把寄件人加入白名單中，以後類似信件就不會被擋下來了。刪除功能則是直接把信件刪掉，清除掉垃圾信。
全院共用服務-網路資訊,電子郵件服務,"電子郵件提供垃圾信阻絕服務，用於阻擋垃圾與病毒郵件，阻絕設備有五項準則用於決定郵件是否放行，包括封鎖不明收件者、封鎖黑名單表列者、封鎖病毒信件、隔離已確認的垃圾信、放行被加標記的疑似垃圾信以及放行正常信件，已確認為垃圾信的郵件會被置放在阻絕設備的隔離區，使用者會收到當日的隔離通知信，內容記載每封垃圾信的日期、來源地址和主旨。使用者可以檢視隔離通知信的內容，以救回被誤判的正常信件、刪除垃圾信或設定黑白名單。

有兩個方法可以連線至信件隔離區，方法一打開垃圾隔離區摘要信件，點選看您所有的隔離信件或管理您的參數設定，會直接連結至隔離區；方法二若已經刪除所有垃圾隔離區摘要信件，使用中研院院內網路IP請連線至https://fmail0.its.sinica.edu.tw，其他網域使用者請連線https://fmail3.its.sinica.edu.tw/。詳細說明請參考網站：https://its.sinica.edu.tw/posts/117204

隔離區中分為隔離區信件與參數選擇兩個項目，在隔離區信件中您可以使用寄送、白名單、刪除三種處理方式可以處理信件，寄送僅將該封信件寄送到個人信箱中，白名單會將該信件寄送到個人信箱中，並將這封信件的寄件者加入白名單中，刪除功能會將信件刪除，若不刪除隔離區信件系統會保留約30天，並自動刪除過多的垃圾信件。關於隔離區信件詳細說明請參考網站：https://its.sinica.edu.tw/posts/117205，參數選擇中有黑名單/白名單、隔離區設定、及啟用/停用垃圾郵件過濾功能，關於參數設定可以參考https://its.sinica.edu.tw/posts/117206，您可以按下右上角sign out可登出隔離區。",如果我不刪除隔離區中的垃圾信，它們會自動被刪除嗎？會保留多久呢？,資訊,https://its.sinica.edu.tw/posts/117203,資訊服務處服務台 02-2789-8855,嗨！如果你不刪除隔離區的垃圾信，系統會自動幫你刪除喔！通常會保留約30天，過了這段時間它們就會被自動刪除了。
